data_as_of,death_year,death_month,jurisdiction_occurrence,drug_involved,time_period,month_ending_date,drug_overdose_deaths,footnote
01/05/2025,2022,12,United States,Oxycodone,12 month-ending,12/31/2022,"4,507",
01/05/2025,2022,12,United States,Xylazine,12 month-ending,12/31/2022,"4,819",
01/05/2025,2023,1,United States,Cocaine,12 month-ending,01/31/2023,"29,745",
01/05/2025,2023,1,United States,Fentanyl,12 month-ending,01/31/2023,"74,373",
01/05/2025,2023,1,United States,Gabapentin,12 month-ending,01/31/2023,"4,303",
01/05/2025,2023,1,United States,Heroin,12 month-ending,01/31/2023,"5,707",
01/05/2025,2023,1,United States,Methamphetamine,12 month-ending,01/31/2023,"33,513",
01/05/2025,2023,1,United States,Oxycodone,12 month-ending,01/31/2023,"4,453",
01/05/2025,2023,1,United States,Xylazine,12 month-ending,01/31/2023,"4,853",
01/05/2025,2023,2,United States,Cocaine,12 month-ending,02/28/2023,"29,956",
01/05/2025,2023,2,United States,Fentanyl,12 month-ending,02/28/2023,"74,497",
01/05/2025,2023,2,United States,Gabapentin,12 month-ending,02/28/2023,"4,324",
01/05/2025,2023,2,United States,Heroin,12 month-ending,02/28/2023,"5,529",
01/05/2025,2023,2,United States,Methamphetamine,12 month-ending,02/28/2023,"33,662",
01/05/2025,2023,2,United States,Oxycodone,12 month-ending,02/28/2023,"4,412",
01/05/2025,2023,2,United States,Xylazine,12 month-ending,02/28/2023,"4,970",
01/05/2025,2023,3,United States,Cocaine,12 month-ending,03/31/2023,"30,280",
01/05/2025,2023,3,United States,Fentanyl,12 month-ending,03/31/2023,"74,880",
01/05/2025,2023,3,United States,Gabapentin,12 month-ending,03/31/2023,"4,317",
01/05/2025,2023,3,United States,Heroin,12 month-ending,03/31/2023,"5,355",
01/05/2025,2023,3,United States,Methamphetamine,12 month-ending,03/31/2023,"33,866",
01/05/2025,2023,3,United States,Oxycodone,12 month-ending,03/31/2023,"4,389",
01/05/2025,2023,3,United States,Xylazine,12 month-ending,03/31/2023,"5,055",
01/05/2025,2023,4,United States,Cocaine,12 month-ending,04/30/2023,"30,673",
01/05/2025,2023,4,United States,Fentanyl,12 month-ending,04/30/2023,"75,530",
01/05/2025,2023,4,United States,Gabapentin,12 month-ending,04/30/2023,"4,377",
01/05/2025,2023,4,United States,Heroin,12 month-ending,04/30/2023,"5,235",
01/05/2025,2023,4,United States,Methamphetamine,12 month-ending,04/30/2023,"34,302",
01/05/2025,2023,4,United States,Oxycodone,12 month-ending,04/30/2023,"4,400",
01/05/2025,2023,4,United States,Xylazine,12 month-ending,04/30/2023,"5,129",
01/05/2025,2023,5,United States,Cocaine,12 month-ending,05/31/2023,"31,111",
01/05/2025,2023,5,United States,Fentanyl,12 month-ending,05/31/2023,"76,202",
01/05/2025,2023,5,United States,Gabapentin,12 month-ending,05/31/2023,"4,354",
01/05/2025,2023,5,United States,Heroin,12 month-ending,05/31/2023,"5,095",
01/05/2025,2023,5,United States,Methamphetamine,12 month-ending,05/31/2023,"34,635",
01/05/2025,2023,5,United States,Oxycodone,12 month-ending,05/31/2023,"4,400",
01/05/2025,2023,5,United States,Xylazine,12 month-ending,05/31/2023,"5,257",
01/05/2025,2023,6,United States,Cocaine,12 month-ending,06/30/2023,"31,497",
01/05/2025,2023,6,United States,Fentanyl,12 month-ending,06/30/2023,"76,522",
01/05/2025,2023,6,United States,Gabapentin,12 month-ending,06/30/2023,"4,358",
01/05/2025,2023,6,United States,Heroin,12 month-ending,06/30/2023,"4,992",
01/05/2025,2023,6,United States,Methamphetamine,12 month-ending,06/30/2023,"34,711",
01/05/2025,2023,6,United States,Oxycodone,12 month-ending,06/30/2023,"4,387",
01/05/2025,2023,6,United States,Xylazine,12 month-ending,06/30/2023,"5,394",
01/05/2025,2023,7,United States,Cocaine,12 month-ending,07/31/2023,"31,758",
01/05/2025,2023,7,United States,Fentanyl,12 month-ending,07/31/2023,"76,578",
01/05/2025,2023,7,United States,Gabapentin,12 month-ending,07/31/2023,"4,351",
01/05/2025,2023,7,United States,Heroin,12 month-ending,07/31/2023,"4,820",
01/05/2025,2023,7,United States,Methamphetamine,12 month-ending,07/31/2023,"34,950",
01/05/2025,2023,7,United States,Oxycodone,12 month-ending,07/31/2023,"4,335",
01/05/2025,2023,7,United States,Xylazine,12 month-ending,07/31/2023,"5,513",
01/05/2025,2023,8,United States,Cocaine,12 month-ending,08/31/2023,"32,043",
01/05/2025,2023,8,United States,Fentanyl,12 month-ending,08/31/2023,"76,461",
01/05/2025,2023,8,United States,Gabapentin,12 month-ending,08/31/2023,"4,325",
01/05/2025,2023,8,United States,Heroin,12 month-ending,08/31/2023,"4,663",
01/05/2025,2023,8,United States,Methamphetamine,12 month-ending,08/31/2023,"35,205",
01/05/2025,2023,8,United States,Oxycodone,12 month-ending,08/31/2023,"4,339",
01/05/2025,2023,8,United States,Xylazine,12 month-ending,08/31/2023,"5,654",
01/05/2025,2023,9,United States,Cocaine,12 month-ending,09/30/2023,"32,028",
01/05/2025,2023,9,United States,Fentanyl,12 month-ending,09/30/2023,"76,099",
01/05/2025,2023,9,United States,Gabapentin,12 month-ending,09/30/2023,"4,262",
01/05/2025,2023,9,United States,Heroin,12 month-ending,09/30/2023,"4,527",
01/05/2025,2023,9,United States,Methamphetamine,12 month-ending,09/30/2023,"35,119",
01/05/2025,2023,9,United States,Oxycodone,12 month-ending,09/30/2023,"4,262",
01/05/2025,2023,9,United States,Xylazine,12 month-ending,09/30/2023,"5,869",
01/05/2025,2023,10,United States,Cocaine,12 month-ending,10/31/2023,"31,939",
01/05/2025,2023,10,United States,Fentanyl,12 month-ending,10/31/2023,"75,262",
01/05/2025,2023,10,United States,Gabapentin,12 month-ending,10/31/2023,"4,165",
01/05/2025,2023,10,United States,Heroin,12 month-ending,10/31/2023,"4,384",
01/05/2025,2023,10,United States,Methamphetamine,12 month-ending,10/31/2023,"34,930",
01/05/2025,2023,10,United States,Oxycodone,12 month-ending,10/31/2023,"4,227",
01/05/2025,2023,10,United States,Xylazine,12 month-ending,10/31/2023,"6,059",
01/05/2025,2023,11,United States,Cocaine,12 month-ending,11/30/2023,"31,791",
01/05/2025,2023,11,United States,Fentanyl,12 month-ending,11/30/2023,"74,239",
01/05/2025,2023,11,United States,Gabapentin,12 month-ending,11/30/2023,"4,071",
01/05/2025,2023,11,United States,Heroin,12 month-ending,11/30/2023,"4,218",
01/05/2025,2023,11,United States,Methamphetamine,12 month-ending,11/30/2023,"34,624",
01/05/2025,2023,11,United States,Oxycodone,12 month-ending,11/30/2023,"4,170",
01/05/2025,2023,11,United States,Xylazine,12 month-ending,11/30/2023,"6,218",
01/05/2025,2023,12,United States,Cocaine,12 month-ending,12/31/2023,"31,506",
01/05/2025,2023,12,United States,Fentanyl,12 month-ending,12/31/2023,"72,984",
01/05/2025,2023,12,United States,Gabapentin,12 month-ending,12/31/2023,"3,978",
01/05/2025,2023,12,United States,Heroin,12 month-ending,12/31/2023,"4,067",
01/05/2025,2023,12,United States,Methamphetamine,12 month-ending,12/31/2023,"34,043",
01/05/2025,2023,12,United States,Oxycodone,12 month-ending,12/31/2023,"4,104",
01/05/2025,2023,12,United States,Xylazine,12 month-ending,12/31/2023,"6,402",
01/05/2025,2024,1,United States,Cocaine,12 month-ending,01/31/2024,"31,101",
01/05/2025,2024,1,United States,Fentanyl,12 month-ending,01/31/2024,"71,540",
01/05/2025,2024,1,United States,Gabapentin,12 month-ending,01/31/2024,"3,964",
01/05/2025,2024,1,United States,Heroin,12 month-ending,01/31/2024,"3,950",
01/05/2025,2024,1,United States,Methamphetamine,12 month-ending,01/31/2024,"33,628",
01/05/2025,2024,1,United States,Oxycodone,12 month-ending,01/31/2024,"4,084",
01/05/2025,2024,1,United States,Xylazine,12 month-ending,01/31/2024,"6,589",
01/05/2025,2024,2,United States,Cocaine,12 month-ending,02/29/2024,"30,748",
01/05/2025,2024,2,United States,Fentanyl,12 month-ending,02/29/2024,"70,184",
01/05/2025,2024,2,United States,Gabapentin,12 month-ending,02/29/2024,"3,897",
01/05/2025,2024,2,United States,Heroin,12 month-ending,02/29/2024,"3,832",
01/05/2025,2024,2,United States,Methamphetamine,12 month-ending,02/29/2024,"33,320",
01/05/2025,2024,2,United States,Oxycodone,12 month-ending,02/29/2024,"4,007",
01/05/2025,2024,2,United States,Xylazine,12 month-ending,02/29/2024,"6,702",
01/05/2025,2024,3,United States,Cocaine,12 month-ending,03/31/2024,"30,140",
01/05/2025,2024,3,United States,Fentanyl,12 month-ending,03/31/2024,"68,171",
01/05/2025,2024,3,United States,Gabapentin,12 month-ending,03/31/2024,"3,807",
01/05/2025,2024,3,United States,Heroin,12 month-ending,03/31/2024,"3,669",
01/05/2025,2024,3,United States,Methamphetamine,12 month-ending,03/31/2024,"32,729",
01/05/2025,2024,3,United States,Oxycodone,12 month-ending,03/31/2024,"3,898",
01/05/2025,2024,3,United States,Xylazine,12 month-ending,03/31/2024,"6,780",
01/05/2025,2024,4,United States,Cocaine,12 month-ending,04/30/2024,"29,413",
01/05/2025,2024,4,United States,Fentanyl,12 month-ending,04/30/2024,"66,004",
01/05/2025,2024,4,United States,Gabapentin,12 month-ending,04/30/2024,"3,687",
01/05/2025,2024,4,United States,Heroin,12 month-ending,04/30/2024,"3,550",
01/05/2025,2024,4,United States,Methamphetamine,12 month-ending,04/30/2024,"32,051",
01/05/2025,2024,4,United States,Oxycodone,12 month-ending,04/30/2024,"3,785",
01/05/2025,2024,4,United States,Xylazine,12 month-ending,04/30/2024,"6,787",
01/05/2025,2024,5,United States,Cocaine,12 month-ending,05/31/2024,"28,587",
01/05/2025,2024,5,United States,Fentanyl,12 month-ending,05/31/2024,"63,503",
01/05/2025,2024,5,United States,Gabapentin,12 month-ending,05/31/2024,"3,613",
01/05/2025,2024,5,United States,Heroin,12 month-ending,05/31/2024,"3,431",
01/05/2025,2024,5,United States,Methamphetamine,12 month-ending,05/31/2024,"31,336",
01/05/2025,2024,5,United States,Oxycodone,12 month-ending,05/31/2024,"3,692",
01/05/2025,2024,5,United States,Xylazine,12 month-ending,05/31/2024,"6,749",
01/05/2025,2024,6,United States,Cocaine,12 month-ending,06/30/2024,"27,748",
01/05/2025,2024,6,United States,Fentanyl,12 month-ending,06/30/2024,"61,075",
01/05/2025,2024,6,United States,Gabapentin,12 month-ending,06/30/2024,"3,501",
01/05/2025,2024,6,United States,Heroin,12 month-ending,06/30/2024,"3,247",
01/05/2025,2024,6,United States,Methamphetamine,12 month-ending,06/30/2024,"30,700",
01/05/2025,2024,6,United States,Oxycodone,12 month-ending,06/30/2024,"3,579",
01/05/2025,2024,6,United States,Xylazine,12 month-ending,06/30/2024,"6,708",
01/05/2025,2019,1,Region 1,Fentanyl,12 month-ending,01/31/2019,"3,420",
01/05/2025,2019,2,Region 1,Fentanyl,12 month-ending,02/28/2019,"3,434",
01/05/2025,2019,3,Region 1,Fentanyl,12 month-ending,03/31/2019,"3,443",
01/05/2025,2019,4,Region 1,Fentanyl,12 month-ending,04/30/2019,"3,440",
01/05/2025,2019,5,Region 1,Fentanyl,12 month-ending,05/31/2019,"3,439",
01/05/2025,2019,6,Region 1,Fentanyl,12 month-ending,06/30/2019,"3,461",
01/05/2025,2019,7,Region 1,Fentanyl,12 month-ending,07/31/2019,"3,464",
01/05/2025,2019,8,Region 1,Fentanyl,12 month-ending,08/31/2019,"3,539",
01/05/2025,2019,9,Region 1,Fentanyl,12 month-ending,09/30/2019,"3,553",
01/05/2025,2019,10,Region 1,Fentanyl,12 month-ending,10/31/2019,"3,620",
01/05/2025,2019,11,Region 1,Fentanyl,12 month-ending,11/30/2019,"3,653",
01/05/2025,2019,12,Region 1,Fentanyl,12 month-ending,12/31/2019,"3,719",
01/05/2025,2020,1,Region 1,Fentanyl,12 month-ending,01/31/2020,"3,763",
01/05/2025,2020,2,Region 1,Fentanyl,12 month-ending,02/29/2020,"3,815",
01/05/2025,2020,3,Region 1,Fentanyl,12 month-ending,03/31/2020,"3,833",
01/05/2025,2020,4,Region 1,Fentanyl,12 month-ending,04/30/2020,"3,926",
01/05/2025,2020,5,Region 1,Fentanyl,12 month-ending,05/31/2020,"4,030",
01/05/2025,2020,6,Region 1,Fentanyl,12 month-ending,06/30/2020,"4,039",
01/05/2025,2020,7,Region 1,Fentanyl,12 month-ending,07/31/2020,"4,112",
01/05/2025,2020,8,Region 1,Fentanyl,12 month-ending,08/31/2020,"4,062",
01/05/2025,2020,9,Region 1,Fentanyl,12 month-ending,09/30/2020,"4,105",
01/05/2025,2020,10,Region 1,Fentanyl,12 month-ending,10/31/2020,"4,091",
01/05/2025,2020,11,Region 1,Fentanyl,12 month-ending,11/30/2020,"4,093",
01/05/2025,2020,12,Region 1,Fentanyl,12 month-ending,12/31/2020,"4,117",
01/05/2025,2021,1,Region 1,Fentanyl,12 month-ending,01/31/2021,"4,194",
01/05/2025,2021,2,Region 1,Fentanyl,12 month-ending,02/28/2021,"4,201",
01/05/2025,2021,3,Region 1,Fentanyl,12 month-ending,03/31/2021,"4,283",
01/05/2025,2021,4,Region 1,Fentanyl,12 month-ending,04/30/2021,"4,288",
01/05/2025,2021,5,Region 1,Fentanyl,12 month-ending,05/31/2021,"4,278",
01/05/2025,2021,6,Region 1,Fentanyl,12 month-ending,06/30/2021,"4,335",
01/05/2025,2021,7,Region 1,Fentanyl,12 month-ending,07/31/2021,"4,342",
01/05/2025,2021,8,Region 1,Fentanyl,12 month-ending,08/31/2021,"4,469",
01/05/2025,2021,9,Region 1,Fentanyl,12 month-ending,09/30/2021,"4,570",
01/05/2025,2021,10,Region 1,Fentanyl,12 month-ending,10/31/2021,"4,665",
01/05/2025,2021,11,Region 1,Fentanyl,12 month-ending,11/30/2021,"4,738",
01/05/2025,2021,12,Region 1,Fentanyl,12 month-ending,12/31/2021,"4,775",
01/05/2025,2022,1,Region 1,Fentanyl,12 month-ending,01/31/2022,"4,766",
01/05/2025,2022,2,Region 1,Fentanyl,12 month-ending,02/28/2022,"4,805",
01/05/2025,2022,3,Region 1,Fentanyl,12 month-ending,03/31/2022,"4,819",
01/05/2025,2022,4,Region 1,Fentanyl,12 month-ending,04/30/2022,"4,845",
01/05/2025,2022,5,Region 1,Fentanyl,12 month-ending,05/31/2022,"4,840",
01/05/2025,2022,6,Region 1,Fentanyl,12 month-ending,06/30/2022,"4,835",
01/05/2025,2022,7,Region 1,Fentanyl,12 month-ending,07/31/2022,"4,842",
01/05/2025,2022,8,Region 1,Fentanyl,12 month-ending,08/31/2022,"4,805",
01/05/2025,2022,9,Region 1,Fentanyl,12 month-ending,09/30/2022,"4,781",
01/05/2025,2022,10,Region 1,Fentanyl,12 month-ending,10/31/2022,"4,830",
01/05/2025,2022,11,Region 1,Fentanyl,12 month-ending,11/30/2022,"4,857",
01/05/2025,2022,12,Region 1,Fentanyl,12 month-ending,12/31/2022,"4,871",
01/05/2025,2023,1,Region 1,Fentanyl,12 month-ending,01/31/2023,"4,898",
01/05/2025,2023,2,Region 1,Fentanyl,12 month-ending,02/28/2023,"4,900",
01/05/2025,2023,3,Region 1,Fentanyl,12 month-ending,03/31/2023,"4,847",
01/05/2025,2023,4,Region 1,Fentanyl,12 month-ending,04/30/2023,"4,824",
01/05/2025,2023,5,Region 1,Fentanyl,12 month-ending,05/31/2023,"4,848",
01/05/2025,2023,6,Region 1,Fentanyl,12 month-ending,06/30/2023,"4,833",
01/05/2025,2023,7,Region 1,Fentanyl,12 month-ending,07/31/2023,"4,800",
01/05/2025,2023,8,Region 1,Fentanyl,12 month-ending,08/31/2023,"4,767",
01/05/2025,2023,9,Region 1,Fentanyl,12 month-ending,09/30/2023,"4,739",
01/05/2025,2023,10,Region 1,Fentanyl,12 month-ending,10/31/2023,"4,586",
01/05/2025,2023,11,Region 1,Fentanyl,12 month-ending,11/30/2023,"4,498",
01/05/2025,2023,12,Region 1,Fentanyl,12 month-ending,12/31/2023,"4,426",
01/05/2025,2024,1,Region 1,Fentanyl,12 month-ending,01/31/2024,"4,339",
01/05/2025,2024,2,Region 1,Fentanyl,12 month-ending,02/29/2024,"4,236",
01/05/2025,2024,3,Region 1,Fentanyl,12 month-ending,03/31/2024,"4,181",
01/05/2025,2024,4,Region 1,Fentanyl,12 month-ending,04/30/2024,"4,051",
01/05/2025,2024,5,Region 1,Fentanyl,12 month-ending,05/31/2024,"3,883",
01/05/2025,2024,6,Region 1,Fentanyl,12 month-ending,06/30/2024,"3,766",
01/05/2025,2019,1,Region 2,Fentanyl,12 month-ending,01/31/2019,"4,328",
01/05/2025,2019,2,Region 2,Fentanyl,12 month-ending,02/28/2019,"4,389",
01/05/2025,2019,3,Region 2,Fentanyl,12 month-ending,03/31/2019,"4,381",
01/05/2025,2019,4,Region 2,Fentanyl,12 month-ending,04/30/2019,"4,331",
01/05/2025,2019,5,Region 2,Fentanyl,12 month-ending,05/31/2019,"4,277",
01/05/2025,2019,6,Region 2,Fentanyl,12 month-ending,06/30/2019,"4,252",
01/05/2025,2019,7,Region 2,Fentanyl,12 month-ending,07/31/2019,"4,296",
01/05/2025,2019,8,Region 2,Fentanyl,12 month-ending,08/31/2019,"4,311",
01/05/2025,2019,9,Region 2,Fentanyl,12 month-ending,09/30/2019,"4,333",
01/05/2025,2019,10,Region 2,Fentanyl,12 month-ending,10/31/2019,"4,347",
01/05/2025,2019,11,Region 2,Fentanyl,12 month-ending,11/30/2019,"4,411",
01/05/2025,2019,12,Region 2,Fentanyl,12 month-ending,12/31/2019,"4,512",
01/05/2025,2020,1,Region 2,Fentanyl,12 month-ending,01/31/2020,"4,656",
01/05/2025,2020,2,Region 2,Fentanyl,12 month-ending,02/29/2020,"4,744",
01/05/2025,2020,3,Region 2,Fentanyl,12 month-ending,03/31/2020,"4,879",
01/05/2025,2020,4,Region 2,Fentanyl,12 month-ending,04/30/2020,"5,076",
01/05/2025,2020,5,Region 2,Fentanyl,12 month-ending,05/31/2020,"5,362",
01/05/2025,2020,6,Region 2,Fentanyl,12 month-ending,06/30/2020,"5,512",
01/05/2025,2020,7,Region 2,Fentanyl,12 month-ending,07/31/2020,"5,615",
01/05/2025,2020,8,Region 2,Fentanyl,12 month-ending,08/31/2020,"5,737",
01/05/2025,2020,9,Region 2,Fentanyl,12 month-ending,09/30/2020,"5,824",
01/05/2025,2020,10,Region 2,Fentanyl,12 month-ending,10/31/2020,"5,895",
01/05/2025,2020,11,Region 2,Fentanyl,12 month-ending,11/30/2020,"5,986",
01/05/2025,2020,12,Region 2,Fentanyl,12 month-ending,12/31/2020,"6,013",
01/05/2025,2021,1,Region 2,Fentanyl,12 month-ending,01/31/2021,"6,205",
01/05/2025,2021,2,Region 2,Fentanyl,12 month-ending,02/28/2021,"6,258",
01/05/2025,2021,3,Region 2,Fentanyl,12 month-ending,03/31/2021,"6,415",
01/05/2025,2021,4,Region 2,Fentanyl,12 month-ending,04/30/2021,"6,455",
01/05/2025,2021,5,Region 2,Fentanyl,12 month-ending,05/31/2021,"6,375",
01/05/2025,2021,6,Region 2,Fentanyl,12 month-ending,06/30/2021,"6,471",
01/05/2025,2021,7,Region 2,Fentanyl,12 month-ending,07/31/2021,"6,569",
01/05/2025,2021,8,Region 2,Fentanyl,12 month-ending,08/31/2021,"6,677",
01/05/2025,2021,9,Region 2,Fentanyl,12 month-ending,09/30/2021,"6,833",
01/05/2025,2021,10,Region 2,Fentanyl,12 month-ending,10/31/2021,"6,979",
01/05/2025,2021,11,Region 2,Fentanyl,12 month-ending,11/30/2021,"7,037",
01/05/2025,2021,12,Region 2,Fentanyl,12 month-ending,12/31/2021,"7,148",
01/05/2025,2022,1,Region 2,Fentanyl,12 month-ending,01/31/2022,"7,155",
01/05/2025,2022,2,Region 2,Fentanyl,12 month-ending,02/28/2022,"7,214",
01/05/2025,2022,3,Region 2,Fentanyl,12 month-ending,03/31/2022,"7,170",
01/05/2025,2022,4,Region 2,Fentanyl,12 month-ending,04/30/2022,"7,194",
01/05/2025,2022,5,Region 2,Fentanyl,12 month-ending,05/31/2022,"7,238",
01/05/2025,2022,6,Region 2,Fentanyl,12 month-ending,06/30/2022,"7,210",
01/05/2025,2022,7,Region 2,Fentanyl,12 month-ending,07/31/2022,"7,243",
01/05/2025,2022,8,Region 2,Fentanyl,12 month-ending,08/31/2022,"7,236",
01/05/2025,2022,9,Region 2,Fentanyl,12 month-ending,09/30/2022,"7,247",
01/05/2025,2022,10,Region 2,Fentanyl,12 month-ending,10/31/2022,"7,255",
01/05/2025,2022,11,Region 2,Fentanyl,12 month-ending,11/30/2022,"7,345",
01/05/2025,2022,12,Region 2,Fentanyl,12 month-ending,12/31/2022,"7,398",
01/05/2025,2023,1,Region 2,Fentanyl,12 month-ending,01/31/2023,"7,407",
01/05/2025,2023,2,Region 2,Fentanyl,12 month-ending,02/28/2023,"7,417",
01/05/2025,2023,3,Region 2,Fentanyl,12 month-ending,03/31/2023,"7,427",
01/05/2025,2023,4,Region 2,Fentanyl,12 month-ending,04/30/2023,"7,536",
01/05/2025,2023,5,Region 2,Fentanyl,12 month-ending,05/31/2023,"7,574",
